,name,age,position1,position2,Apps,Mins,Assists,KeyP,AvgP,PS%,Crosses,LongB,ThrB,Rating
28,Riyad Mahrez Leicester,31, AM(CLR),FW,34(2),2961,10,1.6,35.4,79.6,1,3.0,0.2,7.28
29,Sèrge Aurier Tottenham,29, D(CLR),M(R),16(1),1429,2,0.9,45.6,79.4,0.4,1.5,-,7.28
30,Emre Can Liverpool,28, D(CLR),DMC,24(2),2094,4,1.0,59.3,85.5,0.2,2.9,0.2,7.28
31,Kyle Walker-Peters Tottenham,25, D(LR),M(R),2(1),188,2,1.0,32.3,82.5,0.7,1.0,-,7.28
32,Sadio Mané Liverpool,30, AM(CLR),FW,28(1),2207,7,1.7,33.2,80.4,0.2,0.8,0.2,7.27
33,Aaron Ramsey Arsenal,31, M(CLR),,21(3),1848,8,1.2,51.6,84.9,0.1,1.8,0.2,7.27
34,Jan Vertonghen Tottenham,35, D(CL),,36,3205,-,0.3,69.1,86.3,0.1,4.5,-,7.26
35,Mesut Özil Arsenal,34, M(CLR),,24(2),2164,8,3.2,69.6,86.5,1,2.2,0.3,7.25
36,N'Golo Kanté Chelsea,31, DMC,,34,2998,1,1.2,63.3,89.3,0.1,2.6,0.1,7.25
37,Chris Smalling Man Utd,32, D(CR),,28(1),2536,-,0.1,39.2,87.6,-,1.5,-,7.24
38,James Tarkowski Burnley,29, D(C),,31,2790,-,0.2,35.2,73.1,0.1,3.8,-,7.22
39,Phil Jones Man Utd,30, D(CR),DMC,23,1975,-,0.1,47.1,91.2,-,2.3,-,7.21
40,Nemanja Matic Man Utd,34, DMC,,35(1),3119,1,0.7,72.3,87.7,0.1,4.9,-,7.2
