,name,age,position1,position2,Apps,Mins,Goals,Assists,SpG,KeyP,Drb,Fouled,Off,Disp,UnsTch,Rating
219,Petr Cech Chelsea,40, GK,,34,3060,-,-,-,0.1,-,0.1,-,-,-,6.82
220,James Chester Hull,33, D(CLR),,22(2),1868,1,-,0.4,0.2,0.4,0.4,-,0.4,0.5,6.82
221,Charlie Adam Stoke,36, M(C),,20(11),1760,7,4,1.9,1.1,0.6,1.0,-,1.0,1.1,6.81
222,Jordon Mutch Cardiff,30, M(CL),,26(9),2264,7,5,1.6,0.9,1.2,1.2,0.2,1.0,1.3,6.81
223,Marc Muniesa Stoke,30, D(CL),,7(6),827,-,-,0.2,0.2,0.8,0.5,-,0.4,0.5,6.81
224,Jake Livermore Hull,32, D(C),DMC,34(2),3054,3,4,1.1,1.0,0.6,0.9,-,1.3,1.4,6.81
225,Marc Albrighton Aston Villa,32, D(R),M(LR),9(10),968,-,4,1.3,1.8,1.3,0.8,0.2,0.8,1.1,6.81
226,Connor Wickham Sunderland,29, AM(L),FW,10(5),848,5,1,1.7,0.3,0.7,1.5,0.3,1.9,1.5,6.81
227,James Morrison West Brom,36, M(CR),,23(9),2210,1,3,1.5,1.1,0.8,0.6,0.1,1.2,1.1,6.8
228,Nathan Dyer Swansea,34, M(LR),,19(8),1751,6,2,1.3,1.0,1.4,1.6,0.1,1.2,1.6,6.8
229,Ki Sung-Yeung Sunderland,33, DMC,,25(2),2185,3,1,1.5,1.0,0.9,1.0,0.1,1.2,0.7,6.8
230,Steven Nzonzi Stoke,33, M(C),,34(2),3041,2,1,0.9,0.9,0.7,0.8,0.1,1.1,0.9,6.8
231,Fabio Borini Sunderland,31, M(CLR),FW,25(7),2145,7,2,2.1,0.8,0.9,1.8,0.2,1.5,1.3,6.8
232,Steven Whittaker Norwich,38, D(LR),,16(4),1423,1,1,0.5,0.7,0.7,0.8,-,0.9,0.4,6.8
233,Yoan Gouffran Newcastle,36, M(CLR),FW,31(4),2626,6,3,1.5,0.8,0.6,0.5,0.1,1.3,1.1,6.8
234,Julian Speroni Crystal Palace,43, GK,,37,3330,-,-,-,0.1,-,0.1,-,-,-,6.8
235,Philippe Senderos Fulham,37, D(C),,12,1027,1,1,0.4,0.2,0.1,0.3,-,0.2,0.2,6.79
236,Jack Cork Southampton,33, DMC,,21(7),1736,-,1,0.6,0.5,0.6,0.6,-,0.8,0.5,6.79
237,Bradley Guzan Aston Villa,38, GK,,38,3420,-,1,-,0.1,-,0.2,-,-,-,6.78
238,Fabricio Coloccini Newcastle,40, D(C),,27,2405,-,-,0.1,0.1,0.3,0.4,-,0.1,0.2,6.78
239,Kévin Théophile-Catherine Cardiff,33, D(CLR),,26(2),2357,-,-,0.4,0.4,0.7,0.9,-,1.6,0.9,6.78
240,Oussama Assaidi Stoke,34, AM(L),FW,12(7),1112,4,-,1.1,1,1.4,0.6,0.7,1.7,1.2,6.78
241,Kieran Richardson Fulham,38, D(L),M(CL),28(3),2381,4,3,0.9,0.7,0.5,0.5,0.1,1,0.7,6.78
242,Steven Pienaar Everton,40, M(CL),,19(4),1635,1,2,0.9,1.3,0.9,2,0.1,1.5,1.2,6.78
243,Thomas Vermaelen Arsenal,36, D(CL),,7(7),782,-,1,0.3,0.1,0.2,0.4,0.1,0.1,0.1,6.77
244,Glenn Whelan Stoke,38, DMC,,28(4),2362,-,1,0.4,0.9,0.3,0.6,-,0.7,0.6,6.77
245,Bryan Ruiz Fulham,37, M(CLR),FW,8(4),774,1,3,0.9,1.3,1.2,1.7,0.1,2.6,1.3,6.77
246,Ryan Bertrand Chelsea,33, D(CL),M(L),1,64,-,-,-,-,2.0,-,-,-,-,6.77
247,Cabral Sunderland,34, DMC,,1,90,-,-,5,-,1.0,1,-,-,-,6.77
248,Paul Dummett Newcastle,31, D(CL),,11(7),1138,1,-,0.7,0.6,0.5,0.2,-,0.1,0.3,6.77
249,Stéphane Sessegnon West Brom,38, M(CLR),,23(3),1963,5,1,2,1.5,1.8,1.5,0.3,2,1.9,6.77
250,Ashkan Dejagah Fulham,36, M(LR),,13(9),1301,5,2,1,1,1.5,1.0,0.2,1.9,1.2,6.76
251,Leon Britton Swansea,40, M(C),,23(2),2022,-,1,0.2,0.4,0.8,0.8,-,0.7,0.8,6.76
252,Leandro Bacuna Aston Villa,31, D(LR),M(CLR),28(7),2595,5,1,1.1,0.3,0.5,0.3,-,0.9,1.1,6.76
253,Stevan Jovetic Man City,33, AM(CL),FW,2(11),362,3,1,1.8,0.5,1.2,0.9,0.1,0.6,0.5,6.75
254,Aaron Hughes Fulham,43, D(CR),,11(2),1064,-,-,-,-,0.4,0.5,-,0.1,0.3,6.75
255,Matthew Briggs Fulham,31, D(L),,0(2),87,-,-,0.5,-,0.5,0.5,-,0.5,0.5,6.75
256,Hatem Ben Arfa Newcastle,35, M(CR),FW,13(14),1305,3,3,1.7,1.1,2.4,0.9,-,1.6,1.4,6.74
257,Tom Cleverley Man Utd,33, M(CLR),,18(4),1581,1,-,0.7,0.5,0.2,1.4,-,0.9,0.4,6.74
258,Pablo Hernández Swansea,37, M(CLR),,17(10),1431,2,7,1.1,1.2,0.9,0.6,0.1,0.9,1.2,6.74
259,Rio Ferdinand Man Utd,44, D(C),,12(2),1128,-,-,-,-,0.2,0.2,-,0.4,-,6.74
260,Jores Okore Aston Villa,30, D(C),,2(1),167,-,-,-,0.7,0.7,0.3,-,-,-,6.74
261,Kevin Nolan West Ham,40, M(C),,33,2694,7,5,1.5,0.9,0.2,0.5,0.5,1.2,1.1,6.74
262,Antonio Luna Aston Villa,31, D(L),M(L),16(1),1382,1,-,0.1,0.3,0.8,0.6,0.1,0.8,0.6,6.74
263,Sebastien Bassong Norwich,36, D(C),,27,2378,-,-,0.7,0.4,0.1,0.4,0.1,0.2,0.5,6.74
264,Elliott Bennett Norwich,33, D(LR),M(CLR),1(1),104,-,-,1.5,0.5,1.5,1.0,-,1,-,6.73
265,Aaron Lennon Tottenham,35, M(LR),,26(1),2187,1,3,0.9,1.4,1.1,0.9,0.1,1.6,0.8,6.73
266,John O'Shea Sunderland,41, D(C),,33,2922,1,-,0.2,0.2,0.1,0.3,-,-,0.4,6.73
267,Marc Wilson Stoke,35, D(CL),DMC,30(3),2691,-,-,0.4,0.2,0.6,0.2,-,0.5,0.5,6.72
268,Craig Noone Cardiff,34, M(LR),,13(4),1225,1,1,1.6,0.8,2.4,1.1,0.1,2.6,1.9,6.72
269,Nikica Jelavic Hull,37, FW,,16,1319,5,-,3.4,0.3,0.5,0.9,1.2,1.3,1.6,6.72
270,Younes Kaboul Tottenham,36, D(C),,11(2),943,1,1,0.6,0.5,0.4,0.3,-,0.5,0.3,6.72
271,Jack Colback Sunderland,33, D(L),M(CL),28(5),2425,3,2,0.5,0.6,0.4,1.7,-,0.8,0.6,6.72
272,Dean Moxey Crystal Palace,36, D(CL),,18(2),1519,-,1,0.5,0.3,0.5,0.6,0.1,0.3,0.3,6.72
273,Sebastian Larsson Sunderland,37, M(CR),,24(7),2220,1,3,1.1,1.6,0.1,0.5,-,0.6,0.6,6.72
274,David Marshall Cardiff,37, GK,,37,3330,-,-,-,-,-,0.1,-,-,-,6.72
275,Liam Ridgewell West Brom,38, D(CL),,33,2871,1,2,0.1,0.5,0.2,1.7,0.1,0.7,0.7,6.72
276,Hugo Lloris Tottenham,35, GK,,37,3330,-,-,-,-,0.1,0.1,-,-,-,6.72
277,Jonás Gutiérrez Norwich,39, D(LR),M(CLR),2(2),197,-,-,0.5,0.5,0.5,1.8,-,1.3,0.8,6.72
278,Dimitar Berbatov Fulham,41, AM(C),FW,18,1569,4,1,1.9,1.4,0.8,0.8,1.2,2.1,2.1,6.71
279,Jack Butland Stoke,29, GK,,2(1),225,-,-,-,0.3,-,-,-,-,-,6.71
280,Kyle Naughton Tottenham,33, D(CLR),M(R),19(3),1745,-,-,0.4,0.6,0.4,0.6,-,1.2,0.3,6.71
281,Shinji Kagawa Man Utd,33, M(CL),,14(4),1172,-,3,0.8,0.9,0.6,0.4,0.1,1.8,1.2,6.71
282,Wayne Routledge Swansea,37, M(CLR),FW,32(3),2707,2,4,0.8,1.3,1.1,0.7,0.3,1.3,1.5,6.71
283,Nacer Chadli Tottenham,33, M(CLR),FW,15(9),1455,1,3,1.4,1.3,1,0.5,0.1,1.3,1.2,6.7
284,Gary Medel Cardiff,35, D(C),DMC,34,2873,-,1,0.5,0.2,0.4,0.7,-,0.6,0.5,6.7
285,Alexander Tettey Norwich,36, M(C),,17(4),1488,1,-,0.7,0.7,0.4,0.6,-,0.6,0.6,6.7
286,Martin Olsson Norwich,34, D(L),M(L),33(1),2965,-,1,0.4,0.4,0.5,1.0,-,0.6,0.7,6.69
287,Joe Hart Man City,35, GK,,31,2790,-,-,-,-,-,0.1,-,-,-,6.69
288,Javi García Man City,35, D(C),DMC,14(15),1529,-,-,0.3,0.3,0.1,0.4,-,0.2,0.1,6.69
289,Artur Boruc Southampton,42, GK,,29,2578,-,1,-,0.1,0.1,0.1,-,-,-,6.69
290,Mapou Yanga-Mbiwa Newcastle,33, D(CR),,17(6),1499,-,-,0.2,0.1,0.6,0.5,-,0.3,0.2,6.69
291,Pajtim Kasami Fulham,30, M(CLR),,20(9),1806,3,-,1.9,0.6,1,1.5,0.3,2,1.5,6.69
292,Shane Long West Brom,35, AM(R),FW,11(4),1039,3,1,1.7,0.7,0.4,1.7,0.8,0.9,2.3,6.68
293,Nabil Bentaleb Tottenham,27, M(C),,11(4),1069,-,1,1.1,0.5,0.3,0.7,-,0.9,0.7,6.68
294,Simon Mignolet Liverpool,34, GK,,38,3420,-,-,-,-,0.1,0.1,-,-,-,6.68
295,Steven Reid West Brom,41, D(R),,16,1309,-,-,0.6,0.3,0.2,0.8,-,0.3,0.2,6.68
296,Chris Herd Aston Villa,33, D(C),,2,171,-,-,-,-,-,3,-,-,-,6.68
297,Giorgos Karagounis Fulham,45, AM(C),,6(8),657,-,-,0.6,0.9,0.6,2.1,0.1,0.9,0.6,6.67
298,David Stockdale Fulham,37, GK,,19(2),1738,-,-,-,-,0.1,-,-,-,-,6.67
299,Nacho Monreal Arsenal,36, D(CL),M(L),13(10),1179,-,1,0.2,0.5,0.3,0.5,0.1,0.4,0.3,6.67
